Transaction_Amount,Items_in_Cart,IP_Reputation_Score,Transaction_vs_Avg
25.353280515155447,33.498422429938486,84.242491188587,-64.57551983743934
11.90744596611122,14.056594247302321,89.95083882877046,108.10922696479592
80.65301372266885,81.71408246823223,69.6614173839998,-130.4875960599552
39.44672035997067,43.86875968425926,73.23053799816773,-14.848715650425454
14.642710530697208,16.27144448456628,61.39255249042144,207.68719130261806
8.814247795742604,5.693766182142736,83.27762032835685,59.41240344055325
4.8431899863730985,5.460590780036384,100.0,27.98180131636484
7.565563637289557,7.930369962316739,76.75945203101517,257.8835233307226
11.64856580340847,11.132752873282053,98.88489024686021,-230.25528009015045
158.9161201190496,140.59153974924664,85.64054238772025,348.4301976600527
48.316098360140046,50.814241003886046,69.57510554346409,54.27283363225348
11.178946791743856,10.097796710727176,98.34361444073409,-443.9953345185237
2.083151181369065,1.6967266256061413,88.22979562813434,91.59715348320707
69.73451999295044,55.35019939350244,70.94205988644143,-219.76832705702392
44.33666217399657,44.44092152560457,95.63419894021392,17.777079274275383
53.32803226068151,38.484247594915644,70.86480303725492,175.80830247951948
12.231448795541118,12.296867967324758,64.50071680168894,396.33047566684303
28.36310999496879,38.9286104090522,82.21819685001705,-278.40739508704667
20.91973962803206,21.465671962737286,85.68945438088546,719.9484010775781
56.748296178000636,37.77098698103171,60.290599196768326,-80.20137099343845
14.364841806517472,16.352402921408963,95.76413216766925,-136.84814877581942
16.841492947282827,16.551082744742473,80.85207994704155,84.0089120913564
22.570347890526303,24.29792171472423,72.01909205356846,-135.6107963990899
8.427952807389827,11.43119314915577,65.65279639597867,-455.76633124340196
6.8297412361475365,7.343310166114931,82.39871215975604,-74.07650260492873
71.40998294485857,58.02285675787703,75.11252867403363,-310.55168916726535
170.4368188361959,195.4718655801495,86.36694329906098,-195.91064212870805
18.8810299319341,15.433010364099323,87.04809827090403,1001.856160586359
24.114714984338427,20.4918327509979,76.85396487181436,406.27079115967
28.211914316810116,32.32762890741596,79.32972039099587,47.66460624759496
11.877618826805655,14.555043946805439,82.53836074104818,-118.07809509087954
2.481537711704439,1.9329386847452998,60.670113977588905,40.469533344317135
14.451613619136795,17.892170223368407,76.01150893315759,-14.151653130624132
16.0955951228157,25.22305131534184,79.19188784328172,-61.461874222239224
10.539104658948746,6.26799951780246,84.93331045895073,156.41133711280142
8.508131823412068,10.158776455620028,75.14687539960414,-81.93192465353947
208.5042817413423,204.45706242825398,78.02242642064454,847.4335786449634
30.22124347730226,30.160339809936385,83.70395732561353,27.81207103565249
82.79803828931766,73.72350082643177,74.46914033044744,409.5807390208055
110.6338874531039,96.4362141460061,81.02146179267683,-27.500980646050284
173.05648070668698,0.7207431662552847,59.751603289099236,-2.2112038167468575
135.79060464392967,100.16373216490402,73.48477664630676,-151.2695204465222
10.263772950469031,11.79860915104628,71.72234686824076,131.33110808836818
33.47344874577236,27.550255432699682,84.6370177952187,252.31733712768025
22.865288849673696,24.715307560716603,83.1528786033185,133.7773277912761
34.4559960083738,27.316026081347374,78.37731340212542,-117.67378662637799
107.79563363722639,1.4298199892571057,78.56001623847104,-2.105977335235191
156.77307596618675,120.4186389025603,79.56368950636069,-19.025894054784537
7.084539605032786,8.387261399275575,80.7049238540232,477.3712399964296
37.00675429483767,21.003407933244137,93.59491959674807,3.8388876416413495
33.44280346517654,23.62009665213367,75.78911856455501,438.19498051701595
307.30109463756844,0.3099959957200424,77.23381250408033,-2.0733940499491608
58.66125505199181,60.01207783762171,73.0816703483351,-213.18507638512517
46.13107770764855,46.432455365093965,87.25251868109662,797.7777734462878
9.898883046715687,13.061632647526098,56.815120587070496,-19.326153921639722
22.65547019110081,27.654130952087858,83.66684954494147,-261.2631795621249
15.572683150753683,21.949349663250672,95.59238802456849,-404.606522491886
18.840261437887676,26.09227216163727,77.44386222572805,-644.7588351718869
4.577617512641432,4.3947077825009515,95.97396923777276,-75.88766202025212
5.677182646434677,7.463946152050975,63.112362450449425,203.34875175968347
39.864908507202976,32.88430409837369,78.98431978332034,151.04008444265585
29.34941918254451,29.253141269880864,84.48756270208145,-263.5935191342827
24.8568010225043,18.232280279137203,76.67969121601,5.71530998333093
35.68693914568959,29.648978844002933,74.97856806153634,21.12961190599032
34.97752232623925,40.169369836191954,74.60344083572225,-33.70206894640609
8.070360041744236,5.097779393714411,87.77954246697355,218.3844648473826
2.5830700028795666,2.546525641304051,74.77724949547945,-199.58057256723242
9.49799130670461,13.506066855199878,82.39258778607694,32.274731730496185
29.965781754056113,27.719812735578138,84.15715633714363,-1.0081190668140623
20.242815379398607,18.27438925022924,79.68163622876011,1073.7244187379997
17.93251897017834,19.030091974302344,74.29025201701458,147.36488497164774
5.914486524933452,8.803652132388033,77.70018381347775,-300.25910496966674
40.84898126347583,39.789092982308745,89.53911786744833,113.47606785711173
2.209925820977291,2.7202011429307094,83.00149344794474,-274.755327822906
137.7119584742748,161.45258463430795,60.11343399996462,132.70077118542386
23.352885038877137,22.625243278478628,80.38651097032333,255.4454304144277
12.338101210445764,14.862465057564341,78.10624884257561,-65.51650483955609
26.329628851193547,19.4922087345432,64.63944348726477,138.87991231252713
4.539171866682324,4.894986759811902,75.64197357094649,346.15022599110506
40.07569536925672,53.40990457546048,76.32890996901504,232.10787874799945
8.072770825563104,12.346821947615432,63.59334877418846,-447.53612415370014
26.29510620744125,24.337538264692203,91.95258174001664,-108.10690464833654
18.504849783941673,16.404355167521093,62.86518479613186,128.62123673251727
17.575481850150513,18.31753724850344,81.13047703045301,336.81893547204027
30.7037945646104,31.751642315899097,82.28484087341468,640.880064289665
13.9658960618951,15.70138832502313,72.09103404305593,2.6404466682405903
20.332749862162792,20.500353250062087,72.34543050201646,-54.2764487575098
10.177737476766168,7.4278443880040985,84.24369269949747,-317.0338009322744
91.5807854685084,125.6125604998851,77.73652651843157,-145.8075342275527
17.951769950291244,17.23710424767351,94.9362643984108,-255.5896461123358
36.42378537670078,31.226683086864227,67.98428687497474,-473.54470000005415
18.823138376934313,18.87968504731899,81.12986404852501,185.06113491586518
16.448321905480253,23.28800494266666,70.92846059444133,-604.7484114099686
7.799950942050589,8.330921927062445,73.03941963515037,114.98006464561811
42.710934714448626,31.31599637955368,90.0068115188361,-78.23345134193349
12.141219926108645,12.272186416319174,74.68819058966194,6.861747409937802
8.618929385097944,9.320829348047404,78.53611183696988,-84.3521144706843
109.24405780312831,110.3445194150754,74.24047939435351,96.63194394385988
64.71412402166699,75.80960698315388,95.63774487487431,39.164761677879625
3.502021190443945,3.1142238301128984,69.22081490793624,-38.65824882812031
1.2143523782041508,0.8306723070459185,86.01465415350566,1.5987468018142978
32.14006107720094,32.65517654475115,96.08433430484492,-97.98445506841647
26.0342923186014,22.819892471288966,82.81446755493464,-29.074250281365977
18.20936481374697,15.95621803021331,72.61830914122531,-343.1124897312168
18.439106891814852,20.077719914240454,74.79881673276464,12.15687683422007
26.415727692965906,21.57862104279845,77.75901791414927,265.9880097313566
1.4656204829915989,1.6225204902334098,81.87048577724619,30.084700827989618
52.37893883298508,51.090681726307714,76.26246942705386,50.07679849902221
12.399627591405384,8.390553563825177,74.16399524339246,232.53178815359328
41.33370247240628,41.69891116692817,75.49639664221377,472.8813040820037
5.617252636801212,4.663583566823639,99.50328402703857,-262.2273298670921
49.74281328038917,45.05608210523255,73.76400824417388,37.3056954448176
19.205172337791655,20.671822458208023,73.82551510005301,41.9848471923164
24.856815785391348,25.21244080126586,70.86733355470616,257.6641973348561
9.908195631460227,8.624650473282239,64.48546887670437,246.83216520915744
11.373973845685546,13.690440320343003,68.0045213824922,-69.28407843907391
77.30466561110859,66.64898822026677,75.03234024834144,264.59770326153364
12.48337546314961,14.02788452072152,72.21326167456722,257.10652716853497
94.50719571119208,104.63997425938588,92.93715304815582,2512.3321885272917
17.28455028162025,14.432492466183156,76.88064108171632,-372.3848723897304
10.295012599908967,8.893615995308217,95.08034700404124,-206.9252368529328
55.93582604023999,62.03914636107663,62.84454060965209,103.09044700428205
10.997566528791069,17.137694615744653,57.97948620826293,-284.8541567895376
13.078221960506236,9.371798732142688,63.37878566888578,174.10167452226494
6.085644841794686,5.627424654056598,88.10294635501964,-249.9747075688273
6.79069198980829,7.4091452484017,79.27090818258793,246.83459869619207
122.08226145835614,100.521817555237,86.24562002017439,237.40407254260333
69.22716661430148,50.98164572981445,58.20383881209572,-445.39857706797693
8.728403202109366,9.983227087383346,79.84528734791168,-165.1099092433944
62.66458881476158,54.53840977515976,93.21143643088651,643.7723171402521
5.538169894693092,5.909120501970381,92.12251671727249,-197.03136981516752
326.2838174528644,1.1985831287067972,72.50703335833134,-1.8687280743450494
35.33091170684216,42.68049006290766,72.42713181399823,-451.01752278301285
14.65191842644554,12.055496487834459,77.13014548354177,-57.27303667468793
12.20593125858146,11.685701868767127,64.1973412678938,312.0597856012637
80.10451933266235,67.92532956474663,88.75756524372834,-354.1801086541807
44.58692922986731,39.81723792681398,63.422044869877546,-1052.1136385275915
28.679370966797926,29.70232284251594,82.3370551392166,2.096441103847705
32.64156701907354,37.364166547938375,82.52934052178135,-222.61568402904825
16.691131461794498,22.099353255461974,73.51525234007231,-140.12967153633565
3.3552200777810546,4.804902623580306,88.36652672662987,556.7826991959697
9.615278350200251,10.798099656957762,58.847463660778324,19.113613350198356
4.817053945004028,3.4681811394353055,89.45192067403653,-59.99187198384575
29.975290448233533,29.89266819732298,75.63904624425592,43.89239971390306
208.985417048509,194.1573176208941,83.77917861642621,599.2270826131778
35.098159903817184,33.43480746514581,85.74110875463045,38.926283766676555
17.400019983259966,17.80901238744421,69.98032763647367,-528.2103135745886
18.940483347578944,18.343450607518903,61.00243284057033,239.38413925530452
52.038875259359656,46.16041113344243,85.70533169572187,35.35215983171159
43.25941627021041,70.27245304968962,78.34332839618162,-121.81303467021864
5.679830500864985,8.319971238456596,73.94569906998656,84.4297915953969
